toponyme,derive,transcription_base,transcription_derive,sfx_gentile,allomorphie,topo_compose,type_topo,pays,nb_syll_base,nb_seg_base,der_seg_base
Berné,bernéen,bɛʁ.ne,bɛʁ.ne.ɛ̃,(é)en,0,0,ville,france,2,5,e
Besné,besnéen,be.ne,be.ne.ɛ̃,(é)en,0,0,ville,france,2,4,e
Billé,billéen,bi.je,bi.je.ɛ̃,(é)en,0,0,ville,france,2,4,e
Bourdonné,bourdonnéen,buʁ.dɔ.ne,buʁ.dɔ.ne.ɛ̃,(é)en,0,0,ville,france,3,7,e
Degré,degréen,də.gʁe,də.gʁe.ɛ̃,(é)en,0,0,ville,france,2,5,e
Dingé,dingéen,dɛ̃.ʒe,dɛ̃.ʒe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Domagné,domagnéen,dɔ.ma.ɲe,dɔ.ma.ɲe.ɛ̃,(é)en,0,0,ville,france,3,6,e
Douchanbé,douchanbéen,du.ʃan.be,du.ʃan.be.ɛ̃,(é)en,0,0,ville,autre,3,7,e
Draché,drachéen,dʁa.ʃe,dʁa.ʃe.ɛ̃,(é)en,0,0,ville,france,2,5,e
Essé,esséen,ɛ.se,ɛ.se.ɛ̃,(é)en,0,0,ville,france,2,3,e
Fossé,fosséen,fo.se,fo.se.ɛ̃,(é)en,0,0,ville,france,2,4,e
Gacé,gacéen,ga.se,ga.se.ɛ̃,(é)en,0,0,ville,france,2,4,e
Igé,igéen,i.ʒe,i.ʒe.ɛ̃,(é)en,0,0,ville,france,2,3,e
Ligné,lignéen,li.ɲe,li.ɲe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Lomé,loméen,lo.me,lo.me.ɛ̃,(é)en,0,0,ville,autre,2,4,e
Lucé,lucéen,ly.se,ly.se.ɛ̃,(é)en,0,0,ville,france,2,4,e
Miré,miréen,mi.ʁe,mi.ʁe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Moussé,mousséen,mu.se,mu.se.ɛ̃,(é)en,0,0,ville,france,2,4,e
Pacé,pacéen,pa.se,pa.se.ɛ̃,(é)en,0,0,ville,france,2,4,e
Remouillé,remouilléen,ʁə.mu.je,ʁə.mu.je.ɛ̃,(é)en,0,0,ville,france,3,6,e
Renazé,renazéen,ʁə.na.ze,ʁə.na.ze.ɛ̃,(é)en,0,0,ville,france,3,6,e
René,renéen,ʁə.ne,ʁə.ne.ɛ̃,(é)en,0,0,ville,france,2,4,e
Souligné,soulignéen,su.li.ɲe,su.li.ɲe.ɛ̃,(é)en,0,0,ville,france,3,6,e
Teillé,teilléen,tɛ.je,tɛ.je.ɛ̃,(é)en,0,0,ville,france,2,4,e
Tressé,tresséen,tʁe.se,tʁe.se.ɛ̃,(é)en,0,0,ville,france,2,5,e
Villabé,villabéen,vi.la.be,vi.la.be.ɛ̃,(é)en,0,0,ville,france,3,6,e
Viré,viréen,vi.ʁe,vi.ʁe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Vitré,vitréen,vi.tʁe,vi.tʁe.ɛ̃,(é)en,0,0,ville,france,2,5,e
Vogüé,vogüéen,vɔ.gy.e,vɔ.gy.e.ɛ̃,(é)en,0,0,ville,france,3,5,e
Yaoundé,yaoundéen,ja.un.de,ja.un.de.ɛ̃,(é)en,0,0,ville,autre,3,6,e
Zimbabwe,zimbabwéen,zim.ba.bwe,zim.ba.bwe.ɛ̃,(é)en,0,0,pays,autre,3,8,e
Bédée,bédéen,be.de,be.de.ɛ̃,(é)en,0,0,ville,france,2,4,e
Bossée,bosséen,bɔ.se,bɔ.se.ɛ̃,(é)en,0,0,ville,france,2,4,e
Galilée,galiléen,ga.li.le,ga.li.le.ɛ̃,(é)en,0,0,région,autre,3,6,e
Guinée,guinéen,gi.ne,gi.ne.ɛ̃,(é)en,0,0,pays,autre,2,4,e
Judée,judéen,ʒy.de,ʒy.de.ɛ̃,(é)en,0,0,région,autre,2,4,e
Larré,larréen,la.ʁe,la.ʁe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Loché-sur-Indrois,lochéen,lɔ.ʃe,lɔ.ʃe.ɛ̃,(é)en,0,1,ville,france,2,4,e
Phocée,phocéen,fɔ.se,fɔ.se.ɛ̃,(é)en,0,0,ville,autre,2,4,e
Hautes-Pyrénées,haut-pyrénéen,ot.pi.ʁe.ne,o.pi.ʁe.ne.ɛ̃,(é)en,1,1,département,france,4,8,e
Saint-André,saint-andréen,sɛ̃.tã.dʁe,sɛ̃.tã.dʁe.ɛ̃,(é)en,0,1,ville,france,3,7,e
Saint-Barnabé,barnabéen,baʁ.na.be,baʁ.na.be.ɛ̃,(é)en,0,1,ville,france,3,7,e
Sao Tomé-et-Principe,santoméen,sa.o.tɔ.me,sã.tɔ.me.ɛ̃,(é)en,1,1,pays,autre,4,7,e
Sucé-sur-Erdre,sucéen,sy.se,sy.se.ɛ̃,(é)en,0,1,ville,france,2,4,e
Tigré,tigréen,ti.gʁe,ti.gʁe.ɛ̃,(é)en,0,0,région,autre,2,5,e
Vendée,vendéen,vã.de,vã.de.ɛ̃,(é)en,0,0,département,france,2,4,e
Sanxay,sanxéen,sã.sɛ,sã.se.ɛ̃,(é)en,0,0,ville,france,2,4,ɛ
Valençay,valencéen,va.lã.sɛ,va.lã.se.ɛ̃,(é)en,0,0,ville,france,3,6,ɛ
Corée du Sud,sud-coréen,kɔ.ʁe.syd,syd.kɔ.ʁe.ɛ̃,(é)en,1,1,pays,autre,3,7,d
Neuilly-Plaisance,nocéen,nœ.ji,no.se.ɛ̃,éen,1,1,ville,france,2,4,i
Neuilly-sur-Marne,nocéen,nœ.ji,no.se.ɛ̃,éen,1,1,ville,france,2,4,i
Nazareth,nazaréen,na.za.ʁɛt,na.za.ʁe.ɛ̃,(é)en,1,0,ville,autre,3,7,t
Candé,candéen,kã.de,kã.de.ɛ̃,(é)en,0,0,ville,france,2,4,e
Cernay,cernéen,sɛʁ.nɛ,sɛʁ.ne.ɛ̃,(é)en,0,0,ville,france,2,5,ɛ
Chaldée,chaldéen,kal.de,kal.de.ɛ̃,(é)en,0,0,région,autre,2,5,e
Changé,changéen,ʃã.ʒe,ʃã.ʒe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Chargé,chargéen,ʃaʁ.ʒe,ʃaʁ.ʒe.ɛ̃,(é)en,0,0,ville,france,2,5,e
Corée,coréen,kɔ.ʁe,kɔ.ʁe.ɛ̃,(é)en,0,0,pays,autre,2,4,e
Charnizay,charnizéen,ʃaʁ.ni.zɛ,ʃaʁ.ni.ze.ɛ̃,(é)en,0,0,ville,france,3,7,ɛ
Cherré,cherréen,ʃɛ.ʁe,ʃɛ.ʁe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Cintré,cintréen,sɛ̃.tʁe,sɛ̃.tʁe.ɛ̃,(é)en,0,0,ville,france,2,5,e
Couffé,coufféen,ku.fe,ku.fe.ɛ̃,(é)en,0,0,ville,france,2,4,e
Crimée,criméen,kʁi.me,kʁi.me.ɛ̃,(é)en,0,0,région,autre,2,5,e
Crissé,crisséen,kʁi.se,kʁi.se.ɛ̃,(é)en,0,0,ville,france,2,5,e
Jussey,jusséen,ʒy.sɛ,ʒy.se.ɛ̃,(é)en,0,0,ville,france,2,4,ɛ
Messei,messéen,mɛ.sɛ,mɛ.se.ɛ̃,(é)en,0,0,ville,france,2,4,ɛ
Nozay,nozéen,nɔ.zɛ,nɔ.ze.ɛ̃,(é)en,0,0,ville,france,2,4,ɛ
Nozay,nozéen,nɔ.zɛ,nɔ.ze.ɛ̃,(é)en,0,0,ville,france,2,4,ɛ
Orsay,orcéen,ɔʁ.sɛ,ɔʁ.se.ɛ̃,(é)en,0,0,ville,france,2,4,ɛ
Abyssinie,abyssinien,a.bi.si.ni,a.bi.si.njɛ̃,(i)en,0,0,région,autre,4,7,i
Acadie,acadien,a.ka.di,a.ka.djɛ̃,(i)en,0,0,région,autre,3,5,i
Algérie,algérien,al.ʒe.ʁi,al.ʒe.ʁjɛ̃,(i)en,0,0,pays,autre,3,6,i
Amazonie,amazonien,a.ma.zo.ni,a.ma.zɔ.njɛ̃,(i)en,0,0,région,autre,4,7,i
Arcadie,arcadien,aʁ.ka.di,aʁ.ka.djɛ̃,(i)en,0,0,région,autre,3,6,i
Argovie,argovien,aʁ.gɔ.vi,aʁ.gɔ.vjɛ̃,(i)en,0,0,région,autre,3,6,i
Arménie,arménien,aʁ.me.ni,aʁ.me.njɛ̃,(i)en,0,0,pays,autre,3,6,i
Asturies,asturien,as.ty.ʁi,as.ty.ʁjɛ̃,(i)en,0,0,région,autre,3,6,i
Australie,australien,ɔs.tʁa.li,ɔst.ʁa.ljɛ̃,(i)en,0,0,pays,autre,3,7,i
Austrasie,austrasien,os.tʁa.zi,os.tʁa.zjɛ̃,(i)en,0,0,pays,autre,3,7,i
Béotie,béotien,be.ɔ.si,be.ɔ.sjɛ̃,(i)en,0,0,région,autre,3,5,i
Bolivie,bolivien,bɔ.li.vi,bɔ.li.vjɛ̃,(i)en,0,0,pays,autre,3,6,i
Brie,brien,bʁi,bʁi.jɛ̃,ien,0,0,ville,france,1,3,i
Broglie,broglien,bʁɔj,bʁɔ.jɛ̃,(i)en,0,0,ville,france,1,4,j
Djibouti,djiboutien,dʒi.bu.ti,dʒi.bu.sjɛ̃,(i)en,1,0,ville,autre,3,7,i
Estonie,estonien,ɛs.tɔ.ni,ɛs.tɔ.njɛ̃,(i)en,0,0,pays,autre,3,6,i
Eurasie,eurasien,œ.ʁa.zi,ø.ʁa.zjɛ̃,(i)en,0,0,région,autre,3,5,i
Fidji,fidjien,fid.ʒi,fid.ʒjɛ̃,(i)en,0,0,pays,autre,2,5,i
Franconie,franconien,fʁã.kɔ.ni,fʁã.ko.njɛ̃,(i)en,0,0,région,autre,3,7,i
Gambie,gambien,gã.bi,gã.bjɛ̃,(i)en,0,0,pays,autre,2,4,i
Gaspésie,gaspésien,gas.pe.zi,gas.pe.zjɛ̃,(i)en,0,0,région,autre,3,7,i
Géorgie,géorgien,ʒe.ɔʁ.ʒi,ʒe.ɔʁ.ʒjɛ̃,(i)en,0,0,pays,autre,3,6,i
Haïti,haïtien,a.i.ti,a.i.sjɛ̃,(i)en,1,0,pays,autre,3,4,i
Helsinki,helsinkien,ɛl.sin.ki,ɛl.sin.kjɛ̃,(i)en,0,0,ville,autre,3,7,i
Indonésie,indonésien,ɛ̃.do.ne.zi,ɛ̃.dɔ.ne.zjɛ̃,(i)en,0,0,pays,autre,4,7,i
Ionie,ionien,jɔ.ni,jɔ.njɛ̃,(i)en,0,0,région,autre,2,4,i
Italie,italien,i.ta.li,i.ta.ljɛ̃,(i)en,0,0,pays,autre,3,5,i
Jordanie,jordanien,ʒɔʁ.da.ni,jɔʁ.da.njɛ̃,(i)en,0,0,pays,autre,3,7,i
Kiribati,kiribatien,ki.ʁi.ba.ti,ki.ʁi.ba.sjɛ̃,(i)en,1,0,pays,autre,4,8,i
La Bernerie-en-Retz,bernerien,bɛʁ.nə.ʁi,bɛʁ.nə.ʁjɛ̃,(i)en,0,1,ville,france,3,7,i
Laconie,laconien,la.kɔ.ni,la.kɔ.njɛ̃,(i)en,0,0,région,autre,3,6,i
Le Plessis-Pâté,plessien,plɛ.si,plɛ.sjɛ̃,(i)en,0,1,ville,france,2,5,i
Ligurie,ligurien,li.gy.ʁi,li.gy.ʁjɛ̃,(i)en,0,0,région,autre,3,6,i
Lotharingie,lotharingien,lo.ta.ʁɛ̃.ʒi,lo.ta.ʁɛ̃.ʒjɛ̃,(i)en,0,0,pays,autre,4,8,i
Lucanie,lucanien,ly.ka.ni,ly.ka.njɛ̃,(i)en,0,0,région,autre,3,6,i
Lusitanie,lusitanien,ly.zi.ta.ni,ly.zi.ta.njɛ̃,(i)en,0,0,région,autre,4,8,i
Lydie,lydien,li.di,li.djɛ̃,(i)en,0,0,région,autre,2,4,i
Malaisie,malaisien,ma.lɛ.zi,ma.lɛ.zjɛ̃,(i)en,0,0,pays,autre,3,6,i
Mali,malien,ma.li,ma.ljɛ̃,(i)en,0,0,pays,autre,2,4,i
Mauritanie,mauritanien,mo.ʁi.ta.ni,mo.ʁi.ta.njɛ̃,(i)en,0,0,pays,autre,4,8,i
Micronésie,micronésien,mi.kʁo.ne.zi,mi.kʁo.nez.jɛ̃,(i)en,0,0,pays,autre,4,9,i
Mélanésie,mélanésien,me.la.ne.zi,me.la.ne.zjɛ̃,(i)en,0,0,région,autre,4,8,i
Mésopotamie,mésopotamien,me.zɔ.pɔ.ta.mi,me.zɔ.pɔ.ta.mjɛ̃,(i)en,0,0,région,autre,5,10,i
Namibie,namibien,na.mi.bi,na.mi.bjɛ̃,(i)en,0,0,pays,autre,3,6,i
Nairobi,nairobien,nɛ.ʁɔ.bi,nɛ.ʁɔ.bjɛ̃,(i)en,0,0,ville,autre,3,6,i
Somalie,somalien,sɔ.ma.li,sɔ.ma.ljɛ̃,(i)en,0,0,pays,autre,3,6,i
Nicosie,nicosien,ni.kɔ.zi,ni.kɔ.zjɛ̃,(i)en,0,0,ville,autre,3,6,i
Océanie,océanien,ɔ.se.a.ni,o.se.a.njɛ̃,(i)en,0,0,région,autre,4,6,i
Pennsylvanie,pennsylvanien,pɛn.sil.va.ni,pɛn.sil.va.njɛ̃,(i)en,0,0,région,autre,4,10,i
Philadelphie,philadelphien,fi.la.dɛl.fi,fi.la.dɛl.fjɛ̃,(i)en,0,0,ville,autre,4,9,i
Polynésie,polynésien,pɔ.li.ne.zi,pɔ.li.nez.jɛ̃,(i)en,0,0,région,autre,4,8,i
Saint-Zacharie,zacharien,za.ka.ʁi,za.ka.ʁjɛ̃,(i)en,0,1,ville,france,3,6,i
Silésie,silésien,si.le.zi,si.le.zjɛ̃,(i)en,0,0,région,autre,3,6,i
Syrie,syrien,si.ʁi,si.ʁjɛ̃,(i)en,0,0,pays,autre,2,4,i
Tanzanie,tanzanien,tãn.za.ni,tã.za.njɛ̃,(i)en,0,0,pays,autre,3,7,i
Tunisie,tunisien,ty.ni.zi,ty.ni.zjɛ̃,(i)en,0,0,pays,autre,3,6,i
Tasmanie,tasmanien,tas.ma.ni,tas.ma.njɛ̃,(i)en,0,0,région,autre,3,7,i
Zambie,zambien,zã.bi,zã.bjɛ̃,(i)en,0,0,pays,autre,2,4,i
Varsovie,varsovien,vaʁ.sɔ.vi,vaʁ.sɔ.vjɛ̃,(i)en,0,0,ville,autre,3,7,i
Lituanie,lituanien,li.tɥa.ni,li.tɥa.njɛ̃,(i)en,0,0,pays,autre,3,7,i
Kigali,kigalien,ki.ga.li,ki.ga.ljɛ̃,(i)en,0,0,ville,autre,3,6,i
Neustrie,neustrien,nø.stʁi,nø.stʁjɛ̃,(i)en,0,0,pays,autre,2,6,i
Tigery,tigérien,tiʒ.ʁi,ti.ʒe.ʁjɛ̃,(i)en,1,0,ville,france,2,5,i
Juvisy-sur-Orge,juvisien,ʒy.vi.zi,ʒy.vi.zjɛ̃,(i)en,0,1,ville,france,3,6,i
Nouvelle-Calédonie,néo-calédonien,nu.vɛl.ka.le.dɔ.ni,ne.ɔ.ka.le.dɔ.njɛ̃,(i)en,1,1,région,france,6,13,i
Saintry-sur-Seine,saintrien,sɛ̃.tʁi,sɛ̃.tʁjɛ̃,(i)en,0,1,ville,france,2,5,i
Chili,chilien,ʃi.li,ʃi.ljɛ̃,(i)en,0,0,pays,autre,2,4,i
Annecy,annécien,an.si,a.ne.sjɛ̃,(i)en,1,0,ville,france,2,4,i
Beaugency,balgentien,bo.ʒã.si,bal.ʒã.sjɛ̃,(i)en,1,0,ville,france,3,6,i
Bobigny,balbynien,bo.bi.ɲi,bal.bi.ɲjɛ̃,(i)en,1,0,ville,france,3,6,i
Bourgoin-Jallieu,berjallien,buʁ.gwɛ̃.ʒa.ljø,bɛʁ.ʒa.ljɛ̃,(i)en,1,1,ville,france,4,11,ø
Labouquerie,bouquarien,la.bu.kʁi,bu.ka.ʁjɛ̃,(i)en,1,0,ville,france,3,7,i
Chécy,cacien,ʃe.si,ka.sjɛ̃,ien,1,0,ville,france,2,4,i
Ajaccio,ajaccien,a.ʒak.sjo,a.ʒak.sjɛ̃,(i)en,1,0,ville,france,3,7,o
Bonifacio,bonifacien,bɔ.ni.fa.sjo,bɔ.ni.fa.sjɛ̃,(i)en,1,0,ville,france,4,9,o
Brasilia,brasilien,bʁa.zi.lja,bʁa.zi.ljɛ̃,(i)en,1,0,ville,autre,3,8,a
Monrovia,monrovien,mɔ̃.ʁɔ.vja,mɔ̃.ʁɔ.vjɛ̃,(i)en,1,0,ville,autre,3,7,a
Ontario,ontarien,ɔ̃.ta.ʁjo,ɔ̃.ta.ʁjɛ̃,(i)en,1,0,région,autre,3,6,o
Mantilly,mantillien,mã.ti.ji,mã.ti.jɛ̃,(i)en,0,0,ville,france,3,6,i
Neuilly,nuyllien,nœ.ji,ny.jɛ̃,(i)en,1,0,ville,france,2,4,i
Ancenis,ancenien,ãs.ni,ãs.njɛ̃,(i)en,0,0,ville,france,2,4,i
Antony,antonien,ã.tɔ.ni,ã.tɔ.njɛ̃,(i)en,0,0,ville,france,3,5,i
Bougligny,bouglignien,bu.gli.ɲi,bu.gli.ɲjɛ̃,(i)en,0,0,ville,france,3,7,i
Californie,californien,ka.li.fɔʁ.ni,ka.li.fɔʁ.njɛ̃,(i)en,0,0,région,autre,4,9,i
Cambrésis,cambrésien,kã.bʁe.zi,kã.bʁe.zjɛ̃,(i)en,0,0,région,france,3,7,i
Carie,carien,ka.ʁi,ka.ʁjɛ̃,(i)en,0,0,région,autre,2,4,i
Chambéry,chambérien,ʃã.be.ʁi,ʃã.be.ʁjɛ̃,(i)en,0,0,ville,france,3,6,i
Colombie,colombien,kɔ.lɔ̃.bi,kɔ.lɔ̃.bjɛ̃,(i)en,0,0,pays,autre,3,6,i
Cisjordanie,cisjordanien,sis.ʒɔʁ.da.ni,sis.ʒɔʁ.da.njɛ̃,(i)en,0,0,région,autre,4,10,i
Cracovie,cracovien,kʁa.ko.vi,kʁa.ko.vjɛ̃,(i)en,0,0,ville,autre,3,7,i
Azerbaïdjan,azerbaïdjanais,a.zɛʁ.baj.dʒã,a.zɛʁ.baj.dʒa.nɛ,ais,1,0,pays,autre,4,10,ã
Guissény,guissénien,gi.se.ni,gi.se.njɛ̃,(i)en,0,0,ville,france,3,6,i
Jossigny,jossignien,ʒɔ.si.ɲi,ʒɔ.si.ɲjɛ̃,(i)en,0,0,ville,france,3,6,i
Livry,livrien,li.vʁi,li.vʁi.jɛ̃,ien,0,0,ville,france,2,5,i
Massy,massien,ma.si,ma.sjɛ̃,(i)en,0,0,ville,france,2,4,i
Montlhéry,montlhérien,mɔ̃.le.ʁi,mɔ̃.le.ʁjɛ̃,(i)en,0,0,ville,france,3,6,i
Montmédy,montmédien,mɔ̃.me.di,mɔ̃.me.djɛ̃,(i)en,0,0,ville,france,3,6,i
Pontivy,pontivien,pɔ̃.ti.vi,pɔ̃.ti.vjɛ̃,(i)en,0,0,ville,france,3,6,i
Alençon,alençonnais,a.lã.sɔ̃,a.lã.sɔ.nɛ,ais,1,0,ville,france,3,5,ɔ̃
Angleterre,anglais,ã.glə.tɛʁ,ã.glɛ,ais,1,0,région,autre,3,7,ʁ
Aragon,aragonais,a.ʁa.gɔ̃,a.ʁa.gɔ.nɛ,ais,1,0,ville,france,3,5,ɔ̃
Avignon,avignonnais,a.vi.ɲɔ̃,a.vi.ɲɔ.nɛ,ais,1,0,ville,france,3,5,ɔ̃
Bali,balinais,ba.li,ba.li.nɛ,ais,1,0,région,autre,2,4,i
Béarn,béarnais,be.aʁn,be.aʁ.nɛ,ais,0,0,région,france,2,5,n
France,français,fʁãs,fʁã.sɛ,ais,0,0,pays,autre,1,4,s
Gabon,gabonais,ga.bɔ̃,ga.bɔ.nɛ,ais,1,0,pays,autre,2,4,ɔ̃
Groenland,groenlandais,gʁɔ.ɛn.lãd,gʁɔ.ɛn.lã.dɛ,ais,0,0,pays,autre,3,8,d
Hollande,hollandais,ɔ.lãd,ɔ.lã.dɛ,ais,0,0,pays,autre,2,4,d
Guyane,guyanais,gɥi.jan,gɥi.ja.nɛ,ais,0,0,département,france,2,6,n
Le Havre,havrais,avʁ,a.vʁɛ,ais,0,1,ville,france,1,3,ʁ
